,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male
2979,642.0,40.0,1.0,154863.15,1.0,1.0,1.0,138052.51,0.0,1,0,0,0,1
2980,850.0,41.0,3.0,99945.93,2.0,1.0,0.0,71179.31,0.0,0,0,1,1,0
2981,616.0,39.0,2.0,121704.32,2.0,1.0,0.0,55556.3,0.0,0,1,0,0,1
2982,526.0,43.0,3.0,0.0,2.0,1.0,0.0,31705.19,0.0,0,0,1,1,0
2983,523.0,35.0,8.0,138782.76,1.0,1.0,1.0,186118.93,0.0,0,1,0,0,1
2984,663.0,35.0,9.0,0.0,2.0,1.0,1.0,195580.28,0.0,1,0,0,0,1
2985,840.0,30.0,8.0,136291.71,1.0,1.0,0.0,54113.38,0.0,1,0,0,0,1
2986,570.0,42.0,0.0,107856.57,2.0,1.0,0.0,127528.84,0.0,0,1,0,0,1
2987,676.0,26.0,1.0,108348.66,1.0,0.0,0.0,60231.74,1.0,0,1,0,1,0
2988,689.0,47.0,1.0,93871.95,3.0,1.0,0.0,156878.42,1.0,1,0,0,0,1
2989,703.0,45.0,1.0,0.0,1.0,1.0,0.0,182784.11,1.0,0,0,1,1,0
2990,491.0,19.0,2.0,125860.2,1.0,0.0,0.0,129690.5,0.0,0,1,0,0,1
2991,584.0,49.0,8.0,172713.44,1.0,1.0,0.0,113860.81,0.0,1,0,0,0,1
2992,810.0,51.0,5.0,0.0,2.0,0.0,1.0,184524.74,0.0,1,0,0,1,0
2993,745.0,59.0,8.0,0.0,1.0,1.0,1.0,36124.98,0.0,0,0,1,1,0
2994,625.0,39.0,3.0,130786.92,1.0,0.0,1.0,121316.07,0.0,1,0,0,1,0
2995,535.0,29.0,2.0,112367.34,1.0,1.0,0.0,185630.76,0.0,1,0,0,1,0
2996,729.0,45.0,7.0,91091.06,2.0,1.0,0.0,71133.12,0.0,0,0,1,1,0
2997,655.0,26.0,7.0,106198.5,1.0,0.0,1.0,32020.42,0.0,1,0,0,1,0
2998,751.0,47.0,5.0,142669.93,2.0,1.0,0.0,162760.96,0.0,1,0,0,0,1
2999,525.0,33.0,1.0,112833.35,1.0,0.0,1.0,175178.56,0.0,1,0,0,0,1
3000,532.0,40.0,5.0,0.0,2.0,0.0,1.0,177099.71,0.0,1,0,0,1,0
3001,696.0,43.0,4.0,0.0,2.0,1.0,1.0,66406.37,0.0,0,0,1,1,0
3002,786.0,32.0,2.0,104336.43,2.0,0.0,0.0,59559.81,0.0,0,1,0,1,0
3003,580.0,55.0,6.0,104305.74,1.0,0.0,1.0,175750.21,0.0,1,0,0,0,1
3004,596.0,47.0,5.0,140187.1,2.0,1.0,1.0,174311.3,0.0,0,1,0,0,1
3005,683.0,39.0,4.0,0.0,2.0,1.0,0.0,171716.81,0.0,1,0,0,0,1
3006,747.0,45.0,1.0,114959.12,1.0,1.0,0.0,189362.39,1.0,1,0,0,1,0
3007,602.0,33.0,5.0,164704.38,1.0,0.0,1.0,180716.1,1.0,1,0,0,0,1
3008,779.0,62.0,10.0,119096.55,1.0,0.0,1.0,116977.89,0.0,1,0,0,0,1
3009,551.0,31.0,1.0,0.0,2.0,1.0,1.0,185105.44,0.0,1,0,0,0,1
3010,666.0,47.0,2.0,0.0,1.0,1.0,0.0,35046.97,1.0,1,0,0,0,1
3011,526.0,30.0,8.0,0.0,1.0,1.0,0.0,36251.0,0.0,0,0,1,0,1
3012,849.0,41.0,9.0,115465.28,1.0,1.0,0.0,103174.5,0.0,1,0,0,1,0
3013,471.0,27.0,4.0,0.0,2.0,1.0,0.0,122642.09,0.0,1,0,0,1,0
3014,628.0,43.0,3.0,184926.61,1.0,1.0,0.0,122937.57,0.0,0,0,1,0,1
3015,674.0,43.0,8.0,85957.88,2.0,1.0,0.0,8757.39,0.0,0,1,0,0,1
3016,797.0,32.0,10.0,114084.6,1.0,0.0,1.0,125782.29,0.0,1,0,0,0,1
3017,590.0,29.0,2.0,166930.76,2.0,1.0,0.0,122487.73,0.0,0,0,1,1,0
3018,588.0,27.0,8.0,0.0,1.0,1.0,0.0,20066.38,0.0,1,0,0,1,0
3019,577.0,29.0,7.0,0.0,2.0,1.0,1.0,55473.15,0.0,1,0,0,0,1
3020,571.0,38.0,6.0,107193.82,2.0,0.0,0.0,38962.94,0.0,1,0,0,1,0
3021,680.0,36.0,3.0,116275.12,1.0,1.0,1.0,63795.8,0.0,1,0,0,0,1
3022,648.0,27.0,7.0,0.0,2.0,1.0,1.0,163060.43,0.0,0,0,1,1,0
3023,618.0,39.0,2.0,91068.56,1.0,1.0,0.0,26578.69,0.0,1,0,0,0,1
3024,648.0,41.0,5.0,123049.21,1.0,0.0,1.0,5066.76,0.0,0,1,0,0,1
3025,759.0,39.0,6.0,0.0,2.0,1.0,1.0,140497.67,0.0,1,0,0,1,0
3026,585.0,40.0,7.0,0.0,2.0,0.0,0.0,146156.98,0.0,1,0,0,0,1
3027,774.0,42.0,3.0,137781.65,1.0,0.0,0.0,199316.19,0.0,1,0,0,1,0
3028,697.0,48.0,2.0,108128.96,2.0,1.0,1.0,103944.37,0.0,0,1,0,1,0
3029,605.0,39.0,10.0,105317.73,2.0,1.0,0.0,138021.36,0.0,0,0,1,0,1
3030,676.0,20.0,1.0,80569.73,1.0,0.0,0.0,68621.98,0.0,1,0,0,0,1
3031,678.0,22.0,4.0,174852.89,1.0,1.0,1.0,28149.06,0.0,1,0,0,1,0
3032,495.0,45.0,3.0,89158.94,3.0,1.0,0.0,135169.76,1.0,0,0,1,1,0
3033,787.0,85.0,10.0,0.0,2.0,1.0,1.0,116537.96,0.0,1,0,0,1,0
3034,770.0,36.0,2.0,89800.14,1.0,1.0,1.0,105922.69,0.0,1,0,0,0,1
3035,817.0,45.0,9.0,101207.75,1.0,0.0,0.0,88211.12,1.0,0,1,0,0,1
3036,659.0,43.0,1.0,106086.42,2.0,1.0,0.0,26900.63,0.0,1,0,0,0,1
3037,693.0,21.0,1.0,0.0,2.0,1.0,1.0,3494.02,0.0,1,0,0,0,1
3038,744.0,47.0,9.0,0.0,2.0,1.0,0.0,113163.17,0.0,1,0,0,0,1
3039,829.0,26.0,8.0,101440.36,2.0,1.0,1.0,19324.5,0.0,0,0,1,1,0
3040,716.0,38.0,4.0,0.0,2.0,1.0,0.0,189678.7,0.0,1,0,0,0,1
3041,671.0,34.0,7.0,106603.74,2.0,1.0,1.0,26387.71,0.0,1,0,0,0,1
3042,835.0,29.0,10.0,130420.2,2.0,0.0,0.0,106276.55,0.0,0,1,0,1,0
3043,636.0,38.0,1.0,0.0,1.0,1.0,0.0,45015.38,0.0,1,0,0,1,0
3044,649.0,29.0,2.0,45022.23,1.0,1.0,1.0,173495.77,0.0,0,0,1,0,1
3045,621.0,27.0,1.0,74298.43,1.0,1.0,1.0,52581.96,0.0,0,1,0,0,1
3046,658.0,31.0,3.0,133003.03,1.0,0.0,1.0,146339.27,1.0,0,1,0,1,0
3047,784.0,48.0,7.0,0.0,2.0,1.0,1.0,182609.97,0.0,0,0,1,0,1
3048,783.0,37.0,1.0,136689.66,1.0,1.0,0.0,197890.65,0.0,0,0,1,1,0
3049,615.0,32.0,4.0,0.0,2.0,1.0,1.0,6225.63,0.0,1,0,0,0,1
3050,791.0,44.0,5.0,0.0,2.0,1.0,1.0,123977.86,1.0,1,0,0,1,0
3051,762.0,53.0,1.0,102520.37,1.0,1.0,1.0,170195.4,0.0,1,0,0,0,1
3052,607.0,35.0,2.0,0.0,2.0,1.0,1.0,114190.3,0.0,1,0,0,0,1
3053,601.0,34.0,5.0,0.0,2.0,1.0,0.0,27022.57,0.0,1,0,0,1,0
3054,540.0,67.0,1.0,88382.01,1.0,0.0,1.0,59457.0,0.0,0,0,1,0,1
3055,812.0,44.0,4.0,115049.15,2.0,1.0,0.0,165038.41,0.0,1,0,0,0,1
3056,685.0,58.0,1.0,104796.54,1.0,1.0,1.0,154181.41,0.0,1,0,0,0,1
3057,680.0,33.0,1.0,123082.08,1.0,1.0,0.0,134960.98,0.0,1,0,0,0,1
3058,680.0,58.0,8.0,0.0,2.0,1.0,1.0,65708.5,0.0,0,0,1,1,0
3059,631.0,33.0,8.0,0.0,2.0,0.0,0.0,117374.22,0.0,1,0,0,1,0
3060,569.0,43.0,7.0,0.0,2.0,1.0,1.0,77703.19,0.0,1,0,0,1,0
3061,584.0,33.0,3.0,88311.48,2.0,1.0,1.0,177651.38,0.0,0,1,0,0,1
3062,582.0,40.0,9.0,0.0,3.0,1.0,1.0,60954.45,0.0,1,0,0,1,0
3063,609.0,32.0,7.0,71872.19,1.0,1.0,1.0,151924.9,0.0,1,0,0,0,1
3064,506.0,35.0,6.0,110046.93,2.0,1.0,0.0,26318.73,0.0,0,0,1,0,1
3065,503.0,42.0,8.0,104430.08,1.0,1.0,1.0,147557.71,0.0,1,0,0,0,1
3066,503.0,28.0,5.0,0.0,2.0,1.0,0.0,125918.17,0.0,1,0,0,1,0
3067,806.0,31.0,10.0,138653.51,1.0,1.0,0.0,190803.37,0.0,0,1,0,0,1
3068,653.0,31.0,7.0,102575.04,1.0,1.0,1.0,11043.54,0.0,1,0,0,1,0
3069,666.0,43.0,7.0,137780.74,2.0,1.0,1.0,119100.05,1.0,1,0,0,0,1
3070,674.0,32.0,2.0,0.0,2.0,1.0,0.0,140579.17,0.0,0,0,1,0,1
3071,798.0,32.0,7.0,0.0,2.0,0.0,1.0,37731.95,0.0,1,0,0,0,1
3072,740.0,30.0,8.0,105209.54,1.0,1.0,0.0,1852.58,0.0,1,0,0,1,0
3073,531.0,32.0,0.0,109570.21,2.0,1.0,1.0,172049.84,0.0,0,1,0,1,0
3074,614.0,44.0,6.0,118715.86,1.0,1.0,0.0,133591.11,1.0,0,1,0,1,0
3075,556.0,35.0,10.0,0.0,2.0,1.0,1.0,192751.18,0.0,1,0,0,0,1
3076,678.0,43.0,2.0,153393.18,2.0,1.0,1.0,193828.27,0.0,0,1,0,1,0
3077,587.0,33.0,6.0,132603.36,1.0,1.0,0.0,55775.72,0.0,0,1,0,0,1
3078,527.0,36.0,6.0,0.0,2.0,1.0,1.0,102280.29,0.0,0,0,1,1,0
3079,757.0,34.0,1.0,129398.01,2.0,0.0,0.0,44965.44,0.0,0,1,0,1,0
3080,468.0,28.0,3.0,0.0,2.0,1.0,0.0,170661.02,0.0,0,0,1,0,1
3081,693.0,29.0,2.0,151352.74,1.0,0.0,0.0,197145.89,0.0,1,0,0,0,1
3082,483.0,44.0,5.0,136836.49,1.0,1.0,0.0,192359.9,1.0,1,0,0,1,0
3083,466.0,40.0,4.0,91592.06,1.0,1.0,0.0,141210.18,1.0,1,0,0,0,1
3084,770.0,30.0,8.0,0.0,2.0,1.0,0.0,100557.03,0.0,1,0,0,1,0
3085,734.0,54.0,3.0,0.0,1.0,1.0,0.0,130805.54,1.0,1,0,0,1,0
3086,716.0,22.0,8.0,0.0,2.0,1.0,1.0,92606.98,0.0,1,0,0,1,0
3087,439.0,36.0,2.0,165536.28,2.0,1.0,1.0,123956.83,0.0,1,0,0,0,1
3088,538.0,25.0,5.0,62482.95,1.0,1.0,1.0,102758.43,0.0,0,1,0,0,1
3089,743.0,40.0,8.0,68155.59,1.0,1.0,0.0,94876.65,0.0,1,0,0,0,1
3090,734.0,43.0,3.0,55853.33,2.0,0.0,1.0,94811.85,1.0,0,0,1,1,0
3091,656.0,37.0,2.0,0.0,2.0,0.0,1.0,67840.81,0.0,1,0,0,0,1
3092,666.0,31.0,2.0,79589.43,1.0,0.0,0.0,4050.57,0.0,1,0,0,1,0
3093,627.0,41.0,5.0,100880.76,1.0,0.0,1.0,134665.25,0.0,0,0,1,0,1
3094,480.0,25.0,3.0,174330.35,2.0,0.0,0.0,181647.13,0.0,0,1,0,1,0
3095,792.0,19.0,7.0,143390.51,1.0,1.0,0.0,33282.84,0.0,1,0,0,0,1
3096,613.0,59.0,8.0,91415.76,1.0,0.0,0.0,27965.0,1.0,0,1,0,0,1
3097,476.0,30.0,3.0,134366.42,1.0,1.0,0.0,68343.53,0.0,0,1,0,0,1
3098,539.0,24.0,3.0,0.0,2.0,1.0,1.0,198161.07,0.0,1,0,0,1,0
3099,696.0,60.0,8.0,88786.81,1.0,1.0,1.0,196858.4,0.0,0,0,1,0,1
3100,810.0,35.0,3.0,96814.46,2.0,1.0,1.0,120511.03,0.0,0,1,0,0,1
3101,763.0,32.0,9.0,160680.41,1.0,1.0,0.0,30886.35,0.0,0,1,0,0,1
3102,640.0,29.0,3.0,0.0,2.0,1.0,0.0,2743.69,0.0,1,0,0,1,0
3103,655.0,47.0,10.0,0.0,2.0,1.0,0.0,167778.62,0.0,1,0,0,1,0
3104,526.0,31.0,5.0,145537.21,1.0,1.0,0.0,132404.64,0.0,0,1,0,0,1
3105,678.0,28.0,4.0,0.0,2.0,1.0,1.0,144423.17,1.0,1,0,0,1,0
3106,554.0,45.0,6.0,0.0,2.0,1.0,1.0,181204.5,0.0,1,0,0,1,0
3107,597.0,30.0,2.0,119370.11,1.0,1.0,1.0,182726.22,1.0,0,0,1,1,0
3108,560.0,28.0,1.0,0.0,2.0,1.0,1.0,120880.72,0.0,0,0,1,1,0
3109,850.0,47.0,10.0,134381.52,1.0,0.0,0.0,26812.89,1.0,0,1,0,1,0
3110,546.0,74.0,8.0,114888.74,2.0,1.0,1.0,66732.63,1.0,0,1,0,1,0
3111,623.0,42.0,1.0,149332.48,2.0,1.0,0.0,100834.22,0.0,0,1,0,0,1
3112,698.0,40.0,7.0,105061.74,3.0,1.0,0.0,107815.31,1.0,1,0,0,1,0
3113,620.0,32.0,7.0,0.0,2.0,1.0,1.0,34665.79,0.0,1,0,0,0,1
3114,619.0,40.0,10.0,0.0,1.0,1.0,1.0,147093.84,1.0,1,0,0,1,0
3115,561.0,21.0,4.0,0.0,1.0,1.0,1.0,36942.35,0.0,1,0,0,0,1
3116,753.0,39.0,7.0,155062.8,1.0,1.0,1.0,16460.77,0.0,1,0,0,1,0
3117,721.0,43.0,3.0,88798.34,1.0,0.0,0.0,45610.63,0.0,0,0,1,0,1
3118,451.0,33.0,6.0,0.0,2.0,1.0,0.0,184954.11,0.0,1,0,0,0,1
3119,680.0,51.0,5.0,143139.87,1.0,0.0,0.0,47795.43,1.0,0,1,0,1,0
3120,590.0,23.0,7.0,0.0,2.0,1.0,0.0,196789.9,0.0,0,0,1,1,0
3121,634.0,27.0,3.0,107027.52,1.0,1.0,0.0,173425.68,0.0,0,1,0,0,1
3122,676.0,29.0,4.0,140720.93,1.0,1.0,0.0,36221.18,0.0,1,0,0,0,1
3123,642.0,30.0,8.0,80964.57,2.0,1.0,0.0,174738.2,0.0,1,0,0,0,1
3124,760.0,39.0,6.0,178585.46,1.0,1.0,0.0,67131.3,1.0,1,0,0,0,1
3125,736.0,26.0,4.0,135889.13,1.0,1.0,1.0,165692.03,0.0,0,0,1,1,0
3126,656.0,43.0,7.0,134919.85,1.0,1.0,0.0,194691.95,0.0,1,0,0,0,1
3127,776.0,33.0,8.0,115130.34,1.0,0.0,0.0,129525.5,1.0,0,1,0,0,1
3128,832.0,34.0,6.0,138190.13,2.0,0.0,1.0,146511.2,0.0,0,0,1,1,0
3129,631.0,37.0,9.0,131519.49,2.0,1.0,1.0,51752.18,0.0,0,1,0,0,1
3130,795.0,56.0,5.0,0.0,1.0,1.0,0.0,35418.69,1.0,0,0,1,1,0
3131,648.0,39.0,3.0,126935.98,2.0,0.0,1.0,57995.74,0.0,0,1,0,1,0
3132,615.0,39.0,4.0,133707.09,1.0,1.0,1.0,108152.75,0.0,1,0,0,0,1
3133,682.0,27.0,1.0,97893.2,1.0,1.0,0.0,166144.98,0.0,1,0,0,1,0
3134,694.0,34.0,5.0,127900.03,1.0,1.0,0.0,101737.8,0.0,1,0,0,0,1
3135,694.0,37.0,10.0,143835.47,1.0,0.0,1.0,33326.71,0.0,1,0,0,0,1
3136,607.0,44.0,0.0,0.0,2.0,1.0,1.0,81140.09,0.0,1,0,0,0,1
3137,664.0,48.0,10.0,0.0,1.0,1.0,0.0,140173.17,1.0,1,0,0,0,1
3138,756.0,60.0,2.0,0.0,1.0,1.0,1.0,166513.49,1.0,1,0,0,0,1
3139,645.0,40.0,3.0,129596.77,1.0,1.0,1.0,103232.6,0.0,1,0,0,1,0
3140,653.0,30.0,4.0,0.0,2.0,1.0,0.0,120736.04,0.0,0,0,1,0,1
3141,710.0,24.0,2.0,110407.44,2.0,0.0,0.0,15832.43,1.0,0,1,0,1,0
3142,697.0,76.0,7.0,0.0,2.0,0.0,1.0,188772.45,0.0,1,0,0,1,0
3143,619.0,41.0,8.0,142015.76,2.0,1.0,0.0,114323.66,0.0,0,1,0,1,0
3144,648.0,55.0,1.0,81370.07,1.0,0.0,1.0,181534.04,0.0,0,0,1,0,1
3145,482.0,48.0,2.0,69329.47,1.0,0.0,0.0,102640.52,1.0,0,1,0,1,0
3146,548.0,28.0,8.0,116755.5,2.0,1.0,1.0,158585.17,1.0,1,0,0,1,0
3147,752.0,44.0,6.0,83870.33,1.0,1.0,0.0,178722.24,0.0,0,0,1,0,1
3148,648.0,39.0,6.0,130694.89,2.0,1.0,1.0,153955.38,1.0,1,0,0,1,0
3149,643.0,34.0,8.0,117451.47,1.0,1.0,0.0,65374.86,0.0,0,0,1,1,0
3150,573.0,35.0,9.0,206868.78,2.0,0.0,1.0,102986.15,0.0,0,1,0,1,0
3151,686.0,39.0,3.0,111695.62,1.0,0.0,0.0,136643.84,0.0,1,0,0,1,0
3152,644.0,40.0,9.0,137285.26,4.0,1.0,0.0,77063.63,1.0,1,0,0,1,0
3153,702.0,29.0,6.0,149218.39,1.0,1.0,1.0,9633.01,0.0,1,0,0,1,0
3154,652.0,51.0,7.0,0.0,2.0,0.0,1.0,43496.36,0.0,1,0,0,0,1
3155,641.0,32.0,7.0,0.0,2.0,1.0,1.0,24267.28,0.0,0,0,1,0,1
3156,692.0,41.0,8.0,130701.29,1.0,1.0,0.0,59354.24,1.0,0,1,0,1,0
3157,574.0,34.0,5.0,0.0,2.0,0.0,0.0,28269.86,0.0,0,0,1,0,1
3158,643.0,31.0,3.0,167949.48,1.0,1.0,0.0,143162.34,0.0,1,0,0,1,0
3159,834.0,23.0,4.0,131254.81,1.0,1.0,0.0,20199.3,0.0,1,0,0,0,1
3160,591.0,28.0,5.0,0.0,2.0,1.0,1.0,48606.92,0.0,1,0,0,0,1
3161,470.0,34.0,9.0,0.0,2.0,0.0,1.0,89013.67,0.0,0,0,1,0,1
3162,608.0,34.0,7.0,86656.13,1.0,0.0,1.0,59890.29,0.0,0,0,1,0,1
3163,649.0,37.0,8.0,114737.26,1.0,1.0,1.0,106655.88,1.0,0,1,0,1,0
3164,665.0,38.0,5.0,0.0,2.0,1.0,0.0,156439.56,0.0,1,0,0,1,0
3165,651.0,39.0,6.0,0.0,1.0,1.0,0.0,24176.44,0.0,1,0,0,1,0
3166,555.0,62.0,4.0,119817.33,1.0,0.0,1.0,43507.1,1.0,0,1,0,0,1
3167,637.0,48.0,7.0,130806.99,2.0,1.0,1.0,132005.85,1.0,1,0,0,1,0
3168,675.0,49.0,0.0,0.0,1.0,1.0,1.0,80496.71,1.0,1,0,0,1,0
3169,677.0,40.0,5.0,0.0,2.0,1.0,0.0,88947.56,0.0,0,0,1,0,1
3170,850.0,35.0,2.0,80931.75,1.0,0.0,0.0,12639.67,1.0,0,1,0,1,0
3171,815.0,56.0,3.0,0.0,3.0,1.0,1.0,94248.16,1.0,1,0,0,1,0
3172,665.0,32.0,1.0,132178.67,1.0,0.0,0.0,11865.76,0.0,0,1,0,0,1
3173,485.0,27.0,3.0,0.0,2.0,1.0,0.0,141449.86,0.0,1,0,0,1,0
3174,577.0,43.0,6.0,0.0,2.0,1.0,1.0,149457.81,0.0,0,0,1,0,1
3175,586.0,35.0,7.0,164769.02,3.0,1.0,0.0,119814.25,1.0,1,0,0,1,0
3176,722.0,29.0,1.0,107233.85,2.0,1.0,0.0,24924.92,0.0,0,1,0,0,1
3177,528.0,27.0,7.0,176227.07,2.0,0.0,1.0,139481.53,0.0,1,0,0,1,0
3178,542.0,39.0,4.0,109949.39,2.0,1.0,1.0,41268.65,0.0,1,0,0,1,0
3179,552.0,34.0,5.0,0.0,2.0,1.0,1.0,1351.41,0.0,1,0,0,1,0
3180,678.0,60.0,10.0,117738.81,1.0,1.0,0.0,147489.76,1.0,1,0,0,1,0
3181,575.0,37.0,9.0,133292.45,1.0,1.0,0.0,111175.09,0.0,0,0,1,1,0
3182,669.0,43.0,1.0,160474.59,1.0,1.0,1.0,95963.14,0.0,1,0,0,1,0
3183,636.0,43.0,6.0,0.0,2.0,1.0,0.0,43128.95,0.0,1,0,0,0,1
3184,667.0,55.0,9.0,154393.43,1.0,1.0,1.0,137674.96,1.0,0,1,0,0,1
3185,652.0,45.0,9.0,110827.49,1.0,1.0,1.0,153383.54,1.0,0,1,0,1,0
3186,637.0,36.0,10.0,145750.45,2.0,1.0,1.0,96660.76,0.0,0,1,0,1,0
3187,516.0,45.0,8.0,109044.3,1.0,0.0,1.0,115818.16,0.0,0,0,1,1,0
3188,801.0,32.0,4.0,75170.54,1.0,1.0,1.0,37898.5,0.0,1,0,0,1,0
3189,692.0,42.0,2.0,0.0,2.0,1.0,0.0,145222.93,0.0,1,0,0,1,0
3190,585.0,28.0,6.0,105795.9,1.0,1.0,1.0,41219.09,0.0,1,0,0,1,0
3191,590.0,32.0,5.0,0.0,2.0,1.0,0.0,59249.83,0.0,1,0,0,0,1
3192,554.0,66.0,8.0,0.0,2.0,1.0,1.0,116747.62,0.0,0,0,1,0,1
3193,659.0,49.0,1.0,0.0,1.0,1.0,0.0,116249.72,1.0,1,0,0,1,0
3194,690.0,26.0,3.0,118097.87,1.0,1.0,0.0,61257.83,0.0,1,0,0,1,0
3195,697.0,29.0,0.0,172693.54,1.0,0.0,0.0,141798.98,0.0,0,1,0,0,1
3196,610.0,36.0,4.0,129440.3,2.0,1.0,0.0,102638.35,0.0,1,0,0,0,1
3197,599.0,36.0,4.0,0.0,2.0,0.0,0.0,13210.56,0.0,0,0,1,0,1
3198,544.0,23.0,1.0,96471.2,1.0,1.0,0.0,35550.97,0.0,1,0,0,0,1
3199,548.0,46.0,1.0,0.0,1.0,1.0,1.0,104469.06,1.0,1,0,0,1,0
3200,635.0,24.0,4.0,140197.18,1.0,1.0,1.0,142935.83,0.0,0,0,1,0,1
3201,722.0,20.0,6.0,0.0,2.0,1.0,0.0,195486.28,0.0,1,0,0,0,1
3202,564.0,33.0,4.0,135946.26,1.0,1.0,0.0,63170.0,0.0,1,0,0,1,0
3203,719.0,69.0,3.0,0.0,2.0,1.0,1.0,58320.06,0.0,1,0,0,0,1
3204,547.0,50.0,3.0,81290.02,3.0,0.0,1.0,177747.03,1.0,0,1,0,0,1
3205,850.0,42.0,8.0,0.0,1.0,1.0,0.0,19632.64,1.0,1,0,0,1,0
3206,515.0,60.0,9.0,113715.36,1.0,1.0,0.0,18424.24,1.0,0,1,0,0,1
3207,667.0,56.0,2.0,168883.08,1.0,0.0,1.0,18897.78,0.0,0,0,1,0,1
3208,607.0,36.0,8.0,143421.74,1.0,1.0,0.0,97879.02,0.0,0,1,0,0,1
3209,525.0,26.0,7.0,153644.39,1.0,1.0,1.0,63197.88,0.0,1,0,0,0,1
3210,606.0,53.0,1.0,109330.06,1.0,1.0,1.0,75860.01,0.0,0,0,1,1,0
3211,686.0,27.0,1.0,115095.88,2.0,0.0,0.0,78622.46,0.0,0,1,0,1,0
3212,611.0,35.0,10.0,0.0,1.0,1.0,1.0,23598.23,1.0,1,0,0,0,1
3213,827.0,46.0,1.0,183276.32,1.0,1.0,1.0,13460.27,0.0,0,0,1,0,1
3214,572.0,33.0,9.0,68193.72,1.0,1.0,0.0,19998.31,0.0,1,0,0,0,1
3215,726.0,32.0,8.0,0.0,2.0,0.0,0.0,185075.63,0.0,1,0,0,1,0
3216,579.0,31.0,6.0,139729.54,1.0,0.0,1.0,135815.38,0.0,0,1,0,0,1
3217,598.0,56.0,4.0,98365.33,1.0,1.0,1.0,44251.33,0.0,0,0,1,1,0
3218,663.0,36.0,10.0,0.0,2.0,1.0,0.0,136349.55,0.0,1,0,0,0,1
3219,505.0,37.0,10.0,122453.97,2.0,1.0,1.0,52693.99,0.0,0,1,0,1,0
3220,576.0,30.0,7.0,132174.41,2.0,0.0,0.0,93767.03,0.0,0,1,0,0,1
3221,555.0,24.0,2.0,0.0,2.0,0.0,1.0,197866.55,0.0,0,0,1,1,0
3222,524.0,30.0,1.0,0.0,2.0,1.0,0.0,126812.85,0.0,1,0,0,0,1
3223,776.0,39.0,2.0,104349.45,1.0,0.0,0.0,79503.05,0.0,0,0,1,0,1
3224,645.0,41.0,2.0,138881.04,1.0,1.0,0.0,129936.53,1.0,0,1,0,1,0
3225,850.0,32.0,0.0,116968.91,1.0,0.0,0.0,175094.62,0.0,0,1,0,1,0
3226,603.0,35.0,1.0,105346.03,2.0,1.0,1.0,130379.5,0.0,0,1,0,0,1
3227,691.0,26.0,9.0,136623.19,1.0,1.0,0.0,153228.0,0.0,1,0,0,0,1
3228,583.0,29.0,10.0,0.0,2.0,1.0,1.0,111285.85,0.0,1,0,0,1,0
3229,584.0,66.0,5.0,0.0,1.0,1.0,0.0,49553.38,1.0,1,0,0,1,0
3230,679.0,33.0,6.0,0.0,2.0,1.0,1.0,98015.85,0.0,1,0,0,1,0
3231,646.0,36.0,6.0,124445.52,1.0,1.0,0.0,88481.32,0.0,1,0,0,0,1
3232,559.0,34.0,5.0,68999.66,2.0,1.0,1.0,66879.27,0.0,1,0,0,1,0
3233,595.0,36.0,6.0,85768.42,1.0,1.0,1.0,24802.77,0.0,0,0,1,0,1
3234,527.0,47.0,1.0,0.0,1.0,1.0,0.0,21312.16,1.0,1,0,0,0,1
3235,684.0,34.0,9.0,100628.0,2.0,1.0,1.0,190263.78,0.0,0,0,1,0,1
3236,673.0,32.0,0.0,0.0,1.0,1.0,1.0,72873.33,0.0,0,0,1,1,0
3237,802.0,38.0,7.0,0.0,2.0,0.0,1.0,57764.65,0.0,0,0,1,0,1
3238,675.0,54.0,6.0,0.0,1.0,1.0,0.0,110273.84,1.0,1,0,0,0,1
3239,762.0,19.0,6.0,0.0,2.0,1.0,0.0,55500.17,0.0,0,0,1,1,0
3240,580.0,50.0,0.0,125647.36,1.0,1.0,0.0,57541.08,1.0,1,0,0,0,1
3241,621.0,31.0,8.0,100375.39,1.0,1.0,1.0,90384.26,0.0,0,1,0,1,0
3242,411.0,36.0,10.0,0.0,1.0,0.0,0.0,120694.35,0.0,1,0,0,1,0
3243,815.0,24.0,7.0,171922.72,1.0,0.0,1.0,178028.96,0.0,1,0,0,0,1
3244,631.0,32.0,2.0,146810.99,2.0,1.0,1.0,180990.29,0.0,0,1,0,1,0
3245,514.0,45.0,3.0,109032.23,1.0,0.0,1.0,155407.21,1.0,0,1,0,1,0
3246,638.0,57.0,6.0,0.0,1.0,1.0,0.0,33676.48,1.0,1,0,0,0,1
3247,791.0,25.0,7.0,0.0,1.0,1.0,0.0,89666.28,0.0,0,0,1,0,1
3248,516.0,35.0,5.0,128653.59,1.0,1.0,0.0,127558.26,0.0,1,0,0,0,1
3249,734.0,37.0,3.0,80387.81,1.0,0.0,1.0,77272.62,0.0,1,0,0,0,1
3250,611.0,58.0,8.0,0.0,2.0,0.0,1.0,107665.68,1.0,1,0,0,0,1
3251,850.0,43.0,0.0,108508.82,3.0,1.0,0.0,184044.8,1.0,0,1,0,0,1
3252,641.0,31.0,10.0,155978.17,1.0,1.0,0.0,91510.71,0.0,1,0,0,0,1
